Index_novo,product_id,title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,units_sold_EscalaFix,rating_Base1000Fix,product_color_GroupedColourFix,product_color_GroupedByImpactFix,urgency_textTierFix,badges_countFix,badge_local_productFix,badge_product_qualityFix,badge_fast_shippingFix,uses_ad_boostsFix,shipping_option_nameFix,shipping_option_priceFix,shipping_is_expressFix,product_variation_size_idFix,tagsTypesFix,tagsMaterialFix,has_urgency_bannerFix,origin_countryFix,retail_price_DifFix,retail_price_DIFP_Fix,uses_ad_boosts_Fix
668,5ed5c0afc832f62b8cfb21cb,Summer Fashion Men's Shorts Summer Casual Sport Shorts for Men Knee Pleated Lac Up Waist Jogger Pants,14,12,10,1,4,2,1,0,1,0,0,"Summer,Shorts,Waist,pants,Jogger,Pleated,Men,summerpant,harem pants,Men's Fashion,Fashion,knee,Sport,Casual",black,1,22,50,514,3.875486381,1. Micro(10),800,Preto,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Calça, Shorts","Algodão/Poliéster, Algodão",TRUE,CN,price_maior,-14,TRUE
669,5ebfb735c9354d2da2efa220,Fashion Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls S-5XL,5,127,100,0,2.79,19,4,4,2,2,7,"Summer,Shorts,pants,Loose,Overalls,Fashion,black,sleeveless,Casual,jumpsuit",orange,18,54,50,9357,4.225392754,2. Baixo(100),558,Laranja/Amarelo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Jardineira/Macacão, Calça, Shorts","Algodão/Poliéster, Denim, Algodão",FALSE,CN,retail_maior,2440,FALSE
670,5e9e512979c77d0abfe12ef2,2020 Summer Womens Teens Casual Splicing Drawstring Shorts High Waist Trendy Camouflage Printed Short Pants Female Trousers,11,10,100,0,4.25,20,12,4,2,1,1,"Splicing,Shorts,high waist,drawstringshort,Summer,pants,Short pants,camouflage,t,womens clothes,trousersforwomen,trousers,printed,shortsforwomen,Casual,Waist",camouflage,50,33,50,360,4.230555556,2. Baixo(100),850,Multicor/Estampado,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Calça, Shorts","Algodão/Poliéster, Poliéster, Algodão",FALSE,CN,price_maior,-9,FALSE
671,5eb618659ac3e01e76161a4a,2020 Women Fashion V-neck Solid Color Slim Fit Casual Cotton Two Pieces Sports Wear,4.81,30,3,0,5,0,0,0,0,0,0,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,5,43,50,11378,3.990507998,1. Micro(10),1000,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Shorts, Regata","Algodão/Poliéster, Algodão, Poliéster/Elastano, Algodão/Elastano",FALSE,CN,retail_maior,524,FALSE
672,5936611a08f45940ce8b5e01,MXNINA  Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress wmnC16122400387E21,9,21,100,0,3.51,47,17,10,6,8,6,"Summer,womens dresses,Mini,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,sexy,party,Casual,sleeveless",green,7,34,50,9827,4.11386995,2. Baixo(100),702,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,Vestido,"Poliéster/Elastano, Algodão/Poliéster, Poliéster/Viscose, Poliéster, Algodão",FALSE,CN,retail_maior,133,FALSE
673,5e5769e751a8041e0224208f,Summer Women's Wear Lace-up Dress Sexy Fashion V-neck Bohemian Beach Skirt,11,70,10,0,2,2,0,0,0,2,0,"Summer,Fashion,Beach,Dress,boho,V-neck,Women's Fashion,bohemian,Lace Up,wear,sexy,Skirts,Women",pink,1,62,50,528,3.873106061,1. Micro(10),400,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Renda, Poliéster/Elastano, Algodão",FALSE,US,retail_maior,536,FALSE
674,5d159fb3571bc13fb08f3a77,Plus Size S-5xl Jumpsuits Summer Simple Style Women Short Sleeve Jumpsuit Wide Leg Solid Color Business Wear,12,11,1000,1,3.85,398,188,75,64,29,42,"Summer,trousers,Sleeve,Simple,Loose,short sleeves,Shorts,Round neck,Women's Fashion,Plus Size,summerjumpsuit,solid color,Women,Wool,women Jumpsuit,Casual,jumpsuit",navyblue,50,58,50,3727,3.863697344,3. Médio(1000),770,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Camiseta, Shorts","Algodão/Poliéster, Algodão",FALSE,CN,price_maior,-8,TRUE
675,5c3ec8efdb9deb55dd4b86c6,2019 Summer Women Sexy Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Size Cotton Blouse XS-5XL,6,140,1000,0,4.09,538,299,105,63,25,46,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",red,44,18,50,2464,4.03125,3. Médio(1000),818,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Camiseta, Camisa, Top","Poliéster/Viscose, Algodão/Poliéster, Algodão, Poliéster/Elastano, Poliéster",FALSE,CN,retail_maior,2233,FALSE
676,5e9536095c9c5306813b3bbc,NEW Fashion Women Flower Slip On Platform Sandals Slippers Beach Shoes Wedges Sandals Summer Casual Shoes Plus Size,3.87,15,100,1,4.53,43,32,6,3,0,2,"beach shoes,fashion women,Plus Size,Women Sandals,Fashion,bohemiasandal,Beach,Flowers,platformsandal,wedgessandal,nonslipslipper,womenshoessummer,sandals for women,Sandals,Summer,Shoes,Women,Women's Fashion,Casual,Slippers,slippers for women",grey,5,67,50,4501,4.232170629,2. Baixo(100),906,Cinzento,2. Baixo a Médio Impacto,None,1,TRUE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,15. Calçados / Numerações,Não Especificado,"Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,288,TRUE
678,5d32ae384c901a2f6263384d,Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,11,11,1000,0,3.75,213,97,35,38,16,27,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",purple,50,18,50,17120,3.898890187,3. Médio(1000),750,Roxo,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camiseta, Camisa, Top, Regata","Poliéster/Viscose, Algodão/Poliéster, Algodão",TRUE,CN,iguais,0,FALSE
681,5eaaece39229fd6f744473dc,Cotton Shirt Tops Women's Summer Casual Loose Short-sleeved Printed Ladies Shirt,14,25,100,1,3.8,50,23,9,8,5,5,"blouse,Summer,Plus Size,Shirt,Tops,Loose,short sleeves,Fashion,printed,Tops & T-Shirts,Ladies,women top,Casual,Cotton",green,2,39,50,230,3.908695652,2. Baixo(100),760,Verde,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Camisa, Camiseta, Top","Poliéster/Viscose, Algodão/Poliéster, Algodão, Poliéster",TRUE,CN,retail_maior,79,TRUE
683,5937a77811601873f9b93e96,Women Summer Sexy Floral print off shoulder Beach Bohemian Chiffon Dress Size S-4XL,9,8,10000,1,3.91,3101,1506,654,417,217,307,"Fashion,chiffon,long dress,Dress,summer dress,Women's Fashion,maxi dress,Floral,beach dress,off shoulder,women dress,Print,party,sexy,Beach,Women",red,7,41,50,12004,4.079223592,4. Alto(10000),782,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Algodão/Viscose, Poliéster, Poliéster/Viscose, Viscose/Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-11,TRUE
686,5d19be93231caf73e46ccc12,Women Summer Short Sleeve Deep V Neck Printed Beach Dress Loose Casual Big Swing Maxi Dress,9,8,5000,0,3.08,777,213,133,133,97,201,"Summer,Shorts,Necks,Sleeve,long dress,Beach,Tunic dress,Loose,short sleeves,V-neck,beach dress,printed,vacationdre,Dress,Women's Fashion,Casual,long_maxi_dress,Women",khaki,50,24,50,10474,3.908535421,4. Alto(10000),616,Tons Neutros,2. Baixo a Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Camiseta, Shorts, Túnica","Algodão/Poliéster, Algodão/Viscose, Viscose/Poliéster, Poliéster, Algodão",TRUE,CN,price_maior,-11,FALSE
687,5d32ae381e56691d7722e2c2,Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,12,16,10000,0,3.01,1322,373,194,213,152,390,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",winered,50,18,50,17120,3.898890187,4. Alto(10000),602,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Jardineira/Macacão, Calça, Conjunto/Terno","Algodão/Poliéster, Denim, Poliéster/Algodão, Algodão, Algodão/Denim",FALSE,CN,retail_maior,33,FALSE
689,5cf7a100809b316c5d761f61,NEW Women Summer Floral Printed  Sleeveless Dress Sling Dress V-neck Backless Dress ,11,10,10000,1,4.09,2324,1222,492,345,117,148,"Sleeveless dress,Summer,Dresses,Dress,slingdre,Floral dress,Women's Fashion,Party Dress,backless,V-neck,bohemian dress,Floral,summer dresses,printed,Women,sleeveless,casual dress",floral,50,35,50,14095,4.08967719,4. Alto(10000),818,Multicor/Estampado,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,08. G (L),Vestido,"Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Poliéster/Viscose, Poliéster, Algodão",TRUE,CN,price_maior,-9,TRUE
691,5b2b38a1f795e417f8c00222,Women's Fashion Hollow Out Boho Dress Spring Summer Vintage Loose Lace Lantern Sleeve Short Dress Ruffle Floral V Neckline Tunic Dress Plus Size XXS-5XL,11,159,1000,0,3.67,585,237,129,84,59,76,"Summer,Plus Size,ruffle,Spring/Autumn,Spring,Tunic dress,Loose,Women's Fashion,Shorts,Neckline,Floral,Lace,Maternity Dresses,blouse women,tunic,short dress,Sleeve,Dresses,Vintage,Vacation,boho,boho dress,daydre,Fashion,Dress,Lantern",white,50,109,50,16085,3.878023003,3. Médio(1000),734,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Vestido, Shorts, Túnica","Poliéster/Viscose, Viscose/Poliéster, Algodão/Poliéster, Renda, Algodão, Algodão/Viscose, Algodão/Denim",FALSE,CN,retail_maior,1345,FALSE
692,5cde482084913617975abc02,Women's Round Neck Digital Flower Printed Dress Sleeveless Plus Size Mini Dress,11,26,1000,0,3.95,596,304,112,86,36,58,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress",rosered,50,33,50,5534,3.999819299,3. Médio(1000),790,Vermelho,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,10. XG (2XL),Vestido,"Algodão/Poliéster, Algodão/Viscose, Poliéster/Elastano, Poliéster, Algodão",FALSE,CN,retail_maior,136,FALSE
693,55a3818f65bfcb406995a2a5,Sexy Women Maxi Long Lace Cocktail Evening Summer Beach Backless Ball Gown Dress,13,30,20000,0,2.93,3421,863,469,621,510,958,"Summer,Cocktail,Lace,flowerlacedre,gowns,long dress,Evening Dress,ballgowndre,summer dress,backless dress,ball gown,Maxi Dresses,Women's Fashion,boho dress,sexy,women dress,backless,Beach,Dress,Women",no_color_specified,50,45,50,200089,4.096666983,5. Muito Alto(20000),586,Não Informado,0. Não Informado,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,Vestido,"Poliéster/Elastano, Algodão/Poliéster, Viscose/Poliéster, Renda, Algodão/Viscose, Algodão",TRUE,CN,retail_maior,131,FALSE
694,5d69df6c8b2a8b61e7b3eb0c,Summer Vacation Women S-5XL Plus Size V-neck Style  Mini Dress Sleeveless Pure Color Skirt Beach Dress Casual Loose Dress,5.77,9,100,0,2.9,62,16,8,13,4,21,"Summer,Plus Size,Deep V-neck Dress,Mini,Skirts,Pure Color,Loose,Vacation,V-neck,Mini dress,beach dress,Women,women dress,Dress,sleeveless,Beach,Women's Fashion,Casual,casual dress",pink,50,43,50,2044,4.002935421,2. Baixo(100),580,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Algodão/Viscose, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,56,FALSE
695,5e9eba2f1a0bf408fef8b837,Plus Size Women's Fashion Loose Casual slim Solid color sleeveless Summer Vest camisole tank tops,5,5,100,0,3.91,43,22,9,4,2,6,"Summer,Vest,Plus Size,Tank,camisole,Tops,slim,Women's Fashion,Fashion,Loose,solid color,sleeveless,Casual",coffee,1,24,50,10474,3.908535421,2. Baixo(100),782,Tons Neutros,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camisete, Top","Algodão/Poliéster, Poliéster/Viscose, Algodão/Elastano, Algodão",FALSE,CN,iguais,0,FALSE
696,5937cd7fb6a2cd0ccdbef91c,Women's Fashion Jumpsuits & Rompers Ruffle Floral Lace Slash Neck Jumpsuit Sexy Casual Off Shoulder Embroidery Bodysuit (4 Colors X 4 Sizes),11,10,5000,0,3.34,1897,669,302,328,196,402,"bodycon jumpsuits,Summer,short sleeve dress,ruffle,Lace,Slim Fit,jumpsuit,floral lace,Women's Fashion,Fashion,off shoulder,slashneckjumpsuit,sexy,sexy jumpsuit,women top,Casual,Necks",white,3,30,50,5660,3.958303887,4. Alto(10000),668,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Macacão, Conjunto/Terno, Top","Algodão/Poliéster, Poliéster/Viscose, Renda, Poliéster/Elastano, Algodão/Elastano, Poliéster/Algodão, Algodão",FALSE,CN,price_maior,-9,FALSE
697,5e807b83a887540e4049dd31,Kawaii Cartoon Avocado Short Sleeve T-shirt Women Casual Avocado Graphic T-shirt Female Tee Summer Women T-shirts Tops,6,17,100,0,3.47,55,22,9,6,9,9,"Kawaii,cute,#Summer Clothes,Shorts,Sleeve,Summer,korean style,Tops,avocado,T Shirts,short sleeves,Casual,Women's Fashion,women t shirt,Casual T-Shirt,Women,Cartoons,Cotton",green,50,49,50,7851,4.216278181,2. Baixo(100),694,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,11. Plus Size (3XL),"Camiseta, Camisa, Shorts, Top","Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,183,FALSE
698,5c86009eab8dc14c1e679eb0,2019 Summer Ribbed Knitted Tank Top Cool Casual Plain Crop Top,5,5,1000,0,3.34,252,80,44,57,23,48,"highwaisttop,Fashion,loosevest,Summer,loose shirt,Tank,Tops,knitted crop top,tank top,tank tops women,knitted,ribbed crop top,PLAINCROP TOP,Casual,cassualvest,solidblouse,tops for women",blue,15,41,50,15948,4.094745423,3. Médio(1000),668,Azul,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Camisa, Regata, Top","Poliéster/Viscose, Algodão/Poliéster, Algodão/Viscose, Algodão",TRUE,CN,iguais,0,FALSE
700,5d11df5057a1887a5e25584f,Women Shorts Jumpsuits Summer Jumpsuits Casual V Neck Loose Drawstring Waist Jumpsuit One Piece Suits Short Sleeve Ladies Short Rompers,8,7,1000,1,3.47,378,145,67,54,44,68,"Summer,Women Rompers,looseblouse,summer shorts,short sleeves,Women's Fashion,jumsuitsforwomen,loosejumpsuit,One-Piece Suits,Necks,onepiece,Shorts,Waist,Sleeve,Pure Color,jumpsuit,Casual,Jumpsuits & Rompers,Ladies,Women,women Jumpsuit,tops for women",blue,5,137,50,4434,4.064727109,3. Médio(1000),694,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Macacão, Camiseta, Shorts, Conjunto/Terno, Top","Poliéster/Viscose, Algodão/Poliéster, Viscose/Poliéster, Poliéster/Algodão, Algodão",FALSE,CN,price_maior,-12,TRUE
703,5d5f49662c026a13234062e7,Summer New Women's Casual Dress Short Sleeve V-neck Loose Dresses Solid Color Dress Plus Size,7,6,1000,1,3.28,141,44,29,21,17,30,"sleeve v-neck,Summer,Plus Size,Sleeve,Dresses,Dress,short sleeves,V-neck,Women's Fashion,Shorts,solid color,knee,Fashion,Casual",yellow,7,23,50,12309,4.045170201,3. Médio(1000),656,Laranja/Amarelo,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Camiseta, Shorts","Algodão/Poliéster, Algodão",TRUE,CN,price_maior,-14,TRUE
704,5ce4172ab1219155bd999296,Women Summer Printed Plus Size  Loose Casual Trousers Harlon Pants Long Pants,12,11,10000,0,3.25,1276,431,195,205,146,299,"Summer,Plus Size,pants,harlonpant,Loose,Long pants,Women's Fashion,trousers,printed,Casual,Women",red,15,11,50,6158,3.794738551,4. Alto(10000),650,Vermelho,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Calça,"Algodão/Poliéster, Poliéster, Algodão",TRUE,CN,price_maior,-8,FALSE
705,5ea8f08300a7ca1e25baf3e1,Plus Size Women's Fashion Chiffon Shirt V-neck Long Sleeve Loose Tops Zipper T-Shirt,2,9,100,1,3.67,12,5,3,1,1,2,"Plus Size,Shirt,Sleeve,Long Sleeve,Tops,Loose,T Shirts,chiffon,Women's Fashion,Fashion,Chiffon Shirt,V-neck,zippers",rose,1,41,50,111,3.801801802,2. Baixo(100),734,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camisa, Camiseta, Top","Poliéster, Algodão/Poliéster, Algodão, Metal/Plástico",FALSE,CN,retail_maior,350,TRUE
706,5eb0d8b4423db02317031a34,Women Summer Casual Loose Sling Dress V-neck Backless Long Dress Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size ,4,4,100,1,3.1,21,4,5,5,3,4,"Summer,Plus Size,long dress,Dress,summer dress,Party Dress,V-neck,Maxi Dresses,Casual,Women's Fashion,Sleeveless dress,backless,Sexy Dress,sleeveless,Women,loose dress,casual dress",pink & blue,5,25,50,22615,4.078222419,2. Baixo(100),620,Multicor/Estampado,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),Vestido,"Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Viscose/Poliéster, Viscose/Algodão, Poliéster, Algodão",FALSE,CN,iguais,0,TRUE
707,5af661dd2c642f136b49527b,2018 Black Flora Flower Printed Short Dress Women,11,11,10000,0,3.75,1520,660,322,231,119,188,"printeddres,flora,short dress,Shorts,Dress,Party Dress,Women's Fashion,bohoskirt,Mini dress,boho,Sleeveless dress,boho dress,Flowers,bohostyle,printed,Women,black",black,50,60,50,2975,4.180840336,4. Alto(10000),750,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Shorts","Algodão/Poliéster, Viscose/Poliéster, Poliéster/Elastano, Poliéster, Algodão/Viscose, Algodão",FALSE,US,iguais,0,FALSE
708,5cbe81430aa3a4566e6ee369,Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,13,15,100,0,3.49,55,21,11,6,8,9,"bohemia,sleeveless,Shorts,Rose,long dress,Vintage,Dress,boho,Women's Fashion,Fashion,printed,maxi dress,jumpsuit,women dress,Women,Beach,Vintage dress",green,2,33,50,3276,4.428571429,2. Baixo(100),698,Verde,3. Médio Impacto,None,1,FALSE,FALSE,TRUE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Macacão, Shorts","Algodão/Poliéster, Viscose/Poliéster, Poliéster, Algodão, Algodão/Denim",FALSE,CN,retail_maior,15,FALSE
709,57a940f74b2a7418992a07f4,Women's Shorts Spring Summer Leopard/Multicolor/Black/Red Printed Shorts Casual Short Pants,6,17,10000,0,4.35,3279,2091,612,336,109,131,"Women Pants,Summer,Fashion,pants,Leopard,Short pants,beach wear,Women's Fashion,Shorts,printed,Spring,sexy,Casual,european",black,3,40,50,110548,4.1436661,4. Alto(10000),870,Preto,4. Alto Impacto,None,1,FALSE,TRUE,FALSE,0,Standard Shipping,2. Barato,2. Normal,06. P (S),"Moda Praia, Calça, Shorts","Algodão/Poliéster, Nilon/Elastano, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,183,FALSE
710,5def361cdcbcd1028120322d,Summer Vintage Swimsuit  Women Two Piece Retro Halter Ruched High Waist Print Bikini Set,12,100,100,0,3.68,40,16,8,7,5,4,"Summer,Fashion,Halter,sexy bikini,One Piece Swimsuits,Women's Fashion,Bikinis Set,Swimsuit,Waist,Underwear,two piece swimsuit,high waist,Bikini swimwear,Vintage,Sexy Swimwear,Push up bikini,Bikini,retro,Print,Women,Swimming",no_color_specified,50,28,50,4758,4.243589744,2. Baixo(100),736,Não Informado,0. Não Informado,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Biquíni, Conjunto/Terno, Maiô/Biquíni, Moda Praia","Nilon/Elastano, Algodão/Poliéster, Poliéster, Poliéster/Elastano, Poliéster/Algodão, Algodão, Algodão/Denim",TRUE,CN,retail_maior,733,FALSE
711,5ea11b7fdb5ebf040c8e489d,New Lovely Women's Two Piece Set Lips Print Short Sleeves T-shirt & Skinny Shorts Pants Sets,12,11,5000,0,3.96,247,135,37,32,17,26,"Summer,Shorts,Sleeve,pants,Short pants,Women Set,summer shorts,T Shirts,leopardprinted,Women's Fashion,lip,shirtandshort,Print,sexy,short sleeve shirt,lovely,lipsprint",brown,50,41,50,31916,4.105777666,4. Alto(10000),792,Tons Neutros,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Calça, Camisa, Shorts, Camiseta","Algodão/Poliéster, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-8,FALSE
712,5cdbfec689dab63d46b47cc5,ZANZEA Women Summer Fashion V Neck Short Sleeve Plain Cotton Ruffle Long Dress,14,126,100,1,4.09,150,76,37,19,10,8,"Summer,plaincolor,ruffle,Necks,Sleeve,long dress,Dress,Loose,short sleeves,V-neck,Shorts,Cotton Dress,Women's Fashion,Plus Size,women dress,Women,Fashion,frilledhem,Cotton",winered,50,40,50,14291,4.184731649,2. Baixo(100),818,Vermelho,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Camiseta, Shorts","Algodão, Algodão/Poliéster, Viscose/Poliéster",TRUE,CN,retail_maior,800,TRUE
713,5eb4ebb47cac1223a5749cc2,5 Colors Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Party Dresses,11,10,100,1,4.38,8,6,1,0,0,1,"Summer,dressesforwomen,Floral print,Mini,long dress,Dress,Mini dress,Floral,Women's Fashion,Sleeveless dress,party,Sexy Dress,Print,summer dresses,Spaghetti,Women",pink,50,139,50,120,4.283333333,2. Baixo(100),876,Rosa,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Poliéster/Viscose, Viscose/Poliéster, Poliéster/Elastano, Poliéster, Algodão/Viscose, Algodão",TRUE,CN,price_maior,-9,TRUE
714,5e65fa41b12772c309bcf9fe,Summer Women Elastic Waist Cotton Pleated Hem Solid Color Cotton  Patchwork Long Maxi Skirt Saia,14,97,100,0,4.23,44,20,16,7,0,1,"Summer,long skirt,elastic waist,Cotton,Waist,Elastic,Patchwork,Pleated,maxi skirt,Women's Fashion,Plus Size,summerlongskirt,solid color,Women,saiaplissada,Skirts,saialonga,pleatedhem",beige,3,36,50,878,4.21070615,2. Baixo(100),846,Tons Neutros,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Não Especificado,"Algodão, Elastano, Algodão/Poliéster",FALSE,CN,retail_maior,593,FALSE
715,5e7d9bee6732e31740797e15,Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress,9,9,1000,0,3.37,238,86,40,37,26,49,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Floral,sexy,Fashion",white,13,41,50,28694,3.893845403,3. Médio(1000),674,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),Vestido,"Algodão/Poliéster, Poliéster/Viscose, Poliéster/Elastano, Poliéster, Algodão/Viscose, Algodão",FALSE,CN,iguais,0,FALSE
716,5ecb27f2a746691048f27232,Summer New Women's Casual Dress Short Sleeve V-neck Loose Dresses Solid Color Dress Plus Size,11,10,100,1,3.8,10,5,1,2,1,1,"sleeve v-neck,Summer,Plus Size,Sleeve,Dresses,Dress,short sleeves,V-neck,Women's Fashion,Shorts,solid color,Casual",yellow,10,26,50,247,3.943319838,2. Baixo(100),760,Laranja/Amarelo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Camiseta, Shorts","Algodão/Poliéster, Algodão",FALSE,CN,price_maior,-9,TRUE
